author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/300002107/,Хабаровск,sale,flat,2,5,1,34.7,-1,0,3600000,Индустриальный,Барабинская ,5,,
DARS,developer,https://habarovsk.cian.ru/sale/flat/304372712/,Хабаровск,sale,flat,8,24,1,20.13,-1,0,3135781,Индустриальный, Малиновского,,,Южный квартал
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/299545448/,Хабаровск,sale,flat,3,5,2,45.9,-1,0,5500000,Индустриальный, Суворова,15,,
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/299751606/,Хабаровск,sale,flat,9,9,1,24.3,-1,0,4550000,Железнодорожный, Карла Маркса,144/2Г,,
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546852/,Хабаровск,sale,flat,9,10,3,78.92,-1,0,10501174,Железнодорожный,Воронежская ,,,Живописный сад
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/300038507/,Хабаровск,sale,flat,1,3,1,25.0,-1,0,3900000,Краснофлотский,Моряков-Амурцев кв-л,33,,
Стройкор Плюс,developer,https://habarovsk.cian.ru/sale/flat/298644268/,Хабаровск,sale,flat,23,24,2,59.64,-1,0,16699200,Индустриальный, Солженицына,4А,,Полюса
УИП,developer,https://habarovsk.cian.ru/sale/flat/298251713/,Хабаровск,sale,flat,3,25,3,61.94,-1,0,8194662,Железнодорожный, Карла Маркса,,,Восточный ветер
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/303854600/,Хабаровск,sale,flat,4,4,1,32.4,-1,0,4300000,Индустриальный,Краснореченская ,101А,,
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/300259764/,Хабаровск,sale,flat,2,2,3,73.7,-1,0,3920000,Индустриальный,Монтажная ,16,,
МЕКОС,representative_developer,https://habarovsk.cian.ru/sale/flat/304515705/,Хабаровск,sale,flat,1,4,1,35.08,-1,0,5086600,Железнодорожный,Минометный проезд,,,СТАРТ
Базис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/301101143/,Хабаровск,sale,flat,2,9,3,57.8,-1,0,5140000,Индустриальный,Артемовская ,77,,
МЕКОС,representative_developer,https://habarovsk.cian.ru/sale/flat/304515737/,Хабаровск,sale,flat,2,4,1,36.8,-1,0,5336000,Железнодорожный,Минометный проезд,,,СТАРТ
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/302515278/,Хабаровск,sale,flat,1,5,1,30.0,-1,0,3700000,Индустриальный, Суворова,65,,
Этажи Хабаровский офис,real_estate_agent,https://habarovsk.cian.ru/sale/flat/301093261/,Хабаровск,sale,flat,1,5,3,50.6,-1,0,5200000,Железнодорожный,проспект 60-летия Октября,82,,
МЕКОС,representative_developer,https://habarovsk.cian.ru/sale/flat/304515869/,Хабаровск,sale,flat,1,4,1,33.94,-1,0,6448600,Железнодорожный,Минометный проезд,,,СТАРТ
,,https://habarovsk.cian.ru/sale/flat/303418623/,Хабаровск,sale,flat,4,22,1,40.14,-1,0,8100000,Индустриальный, Имени Лейтенанта С.В. Орлова,,,Культура.Классика
Альфа,developer,https://habarovsk.cian.ru/sale/flat/294491357/,Хабаровск,sale,flat,2,17,2,51.54,-1,0,8071000,Железнодорожный,,,,Атмосфера ЖК
,,https://habarovsk.cian.ru/sale/flat/299320511/,Хабаровск,sale,flat,11,13,1,51.76,-1,0,8141848,Индустриальный, Павловича,11А/2,,Аура
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298143646/,Хабаровск,sale,flat,1,25,1,68.43,-1,0,8110000,Краснофлотский,,,,Эдельвейс ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/303568779/,Хабаровск,sale,flat,2,24,1,33.4,-1,0,8156800,Центральный, Калинина,,,по ул. Калинина
Талан,developer,https://habarovsk.cian.ru/sale/flat/302266834/,Хабаровск,sale,flat,6,16,2,46.9,-1,0,8248600,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/300676843/,Хабаровск,sale,flat,3,24,1,36.2,-1,0,8181500,Центральный, Кулибина,1,,Сердце Востока
УИП,developer,https://habarovsk.cian.ru/sale/flat/298251728/,Хабаровск,sale,flat,5,25,3,61.66,-1,0,8176116,Железнодорожный, Карла Маркса,,,Восточный ветер
УИП,developer,https://habarovsk.cian.ru/sale/flat/298251872/,Хабаровск,sale,flat,18,25,2,60.67,-1,0,8190450,Железнодорожный, Карла Маркса,,,Восточный ветер
DARS,developer,https://habarovsk.cian.ru/sale/flat/304372720/,Хабаровск,sale,flat,1,24,3,65.45,-1,0,8246700,Индустриальный, Малиновского,,,Южный квартал
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/300413591/,Хабаровск,sale,flat,5,25,2,60.1,-1,0,8226900,Индустриальный,,,,Экополис ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/303433414/,Хабаровск,sale,flat,4,20,2,59.0,-1,0,8166500,Краснофлотский,Воронежская ,159,,Воронежский Бульвар
МЕКОС,developer,https://habarovsk.cian.ru/sale/flat/303898440/,Хабаровск,sale,flat,4,8,1,48.28,-1,0,8207600,Краснофлотский,Матросская ,40,,Мекос на Матросской
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/300413609/,Хабаровск,sale,flat,2,25,2,60.6,-1,0,8217900,Индустриальный,,,,Экополис ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/296061243/,Хабаровск,sale,flat,2,24,1,32.4,-1,0,8202500,Центральный, Кулибина,1,,Сердце Востока
УИП,developer,https://habarovsk.cian.ru/sale/flat/298251738/,Хабаровск,sale,flat,7,25,3,62.54,-1,0,8292804,Железнодорожный, Карла Маркса,,,Восточный ветер
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546691/,Хабаровск,sale,flat,2,10,3,59.34,-1,0,8264934,Железнодорожный,Воронежская ,,,Живописный сад
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/298039069/,Хабаровск,sale,flat,9,25,2,59.4,-1,0,8291700,Индустриальный,,,,Экополис ЖК
ПИК,developer,https://habarovsk.cian.ru/sale/flat/298767235/,Хабаровск,sale,flat,3,10,2,57.49,-1,0,8269124,Железнодорожный,,1,,Северный Парк ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/302939544/,Хабаровск,sale,flat,4,9,2,49.6,-1,0,8296900,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
,,https://habarovsk.cian.ru/sale/flat/299782898/,Хабаровск,sale,flat,11,22,1,41.99,-1,0,8398000,Индустриальный, Имени Лейтенанта С.В. Орлова,,,Культура.Классика
Талан,developer,https://habarovsk.cian.ru/sale/flat/296061315/,Хабаровск,sale,flat,2,7,1,38.3,-1,0,8394400,Центральный, Кулибина,1,,Сердце Востока
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999787/,Хабаровск,sale,flat,3,20,2,56.4,-1,0,8338100,Краснофлотский,Воронежская ,159,,Воронежский Бульвар
ПИК,developer,https://habarovsk.cian.ru/sale/flat/302763667/,Хабаровск,sale,flat,3,10,2,60.2,-1,0,8365197,Железнодорожный,,,,Северный Парк ЖК
ПИК,developer,https://habarovsk.cian.ru/sale/flat/302763583/,Хабаровск,sale,flat,6,10,2,63.54,-1,0,8339484,Железнодорожный,,9,,Северный Парк ЖК
ПИК,developer,https://habarovsk.cian.ru/sale/flat/302763581/,Хабаровск,sale,flat,1,10,2,62.57,-1,0,8352605,Железнодорожный,,9,,Северный Парк ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/301332853/,Хабаровск,sale,flat,10,17,1,38.2,-1,0,8313200,Железнодорожный,Большая-Вяземская кв-л,,,Вишнёвый Сад
ПИК,developer,https://habarovsk.cian.ru/sale/flat/300765018/,Хабаровск,sale,flat,9,10,2,51.8,-1,0,8370662,Железнодорожный,,3,,Северный Парк ЖК
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/300413537/,Хабаровск,sale,flat,15,25,2,48.5,-1,0,8370900,Индустриальный,,,,Экополис ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/300676888/,Хабаровск,sale,flat,12,16,2,54.4,-1,0,8382100,Краснофлотский,Воронежская ,161,,Воронежский Бульвар
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/304361642/,Хабаровск,sale,flat,4,25,2,49.8,-1,0,8492400,Индустриальный,,,,Экополис ЖК
,,https://habarovsk.cian.ru/sale/flat/299782972/,Хабаровск,sale,flat,20,22,1,39.35,-1,0,8460250,Индустриальный, Имени Лейтенанта С.В. Орлова,,,Культура.Классика
КЕТОМ,developer,https://habarovsk.cian.ru/sale/flat/296300647/,Хабаровск,sale,flat,13,17,1,47.5,-1,0,8455890,Железнодорожный, Соревнования,,,Беринг.Просторы
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999843/,Хабаровск,sale,flat,3,9,2,49.5,-1,0,8425900,Краснофлотский,Воронежская ,159,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/303654603/,Хабаровск,sale,flat,5,23,2,61.0,-1,0,8540000,Железнодорожный,Совхозная ,,,БИОГРАФИЯ
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999702/,Хабаровск,sale,flat,1,9,2,56.1,-1,0,8525100,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298134078/,Хабаровск,sale,flat,3,19,2,51.11,-1,0,8543000,Индустриальный, Юнгов,11,,Адмирал
Талан,developer,https://habarovsk.cian.ru/sale/flat/296062059/,Хабаровск,sale,flat,4,20,2,59.1,-1,0,8524200,Краснофлотский,Воронежская ,163,,Воронежский Бульвар
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546624/,Хабаровск,sale,flat,4,10,2,64.46,-1,0,8538049,Железнодорожный,Воронежская ,,,Живописный сад
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298143118/,Хабаровск,sale,flat,1,25,1,64.56,-1,0,8503000,Краснофлотский, Быстринская,2,,Аккорд
,,https://habarovsk.cian.ru/sale/flat/295872370/,Хабаровск,sale,flat,1,10,3,74.84,-1,0,8606600,Краснофлотский,,,,Начало
,,https://habarovsk.cian.ru/sale/flat/297650862/,Хабаровск,sale,flat,5,22,2,45.53,-1,0,8559640,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
,,https://habarovsk.cian.ru/sale/flat/296623017/,Хабаровск,sale,flat,2,23,1,45.38,-1,0,8622200,Индустриальный, Шеронова,20,,Onyx
УИП,developer,https://habarovsk.cian.ru/sale/flat/299156912/,Хабаровск,sale,flat,1,15,3,78.0,-1,0,8626800,Железнодорожный,,,,Город 4212 ЖК
,,https://habarovsk.cian.ru/sale/flat/297323812/,Хабаровск,sale,flat,4,23,2,45.25,-1,0,8597500,Индустриальный, Шеронова,20,,Onyx
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/300413589/,Хабаровск,sale,flat,4,25,2,62.7,-1,0,8615700,Индустриальный,,,,Экополис ЖК
ПИК,developer,https://habarovsk.cian.ru/sale/flat/302475782/,Хабаровск,sale,flat,3,10,2,59.8,-1,0,8618891,Железнодорожный,,3,,Северный Парк ЖК
,,https://habarovsk.cian.ru/sale/flat/303273541/,Хабаровск,sale,flat,7,22,2,45.24,-1,0,8595600,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
Талан,developer,https://habarovsk.cian.ru/sale/flat/303654589/,Хабаровск,sale,flat,8,23,3,65.1,-1,0,8703900,Железнодорожный,Совхозная ,,,БИОГРАФИЯ
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474408/,Хабаровск,sale,flat,4,21,1,49.2,-1,0,8660400,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474341/,Хабаровск,sale,flat,2,21,1,49.8,-1,0,8698700,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
,,https://habarovsk.cian.ru/sale/flat/291365046/,Хабаровск,sale,flat,6,23,2,45.97,-1,0,8734300,Индустриальный, Шеронова,20,,Onyx
ПИК,developer,https://habarovsk.cian.ru/sale/flat/297337709/,Хабаровск,sale,flat,1,10,2,58.0,-1,0,8721683,Железнодорожный,,к7,,Северный Парк ЖК
ПИК,developer,https://habarovsk.cian.ru/sale/flat/301393557/,Хабаровск,sale,flat,2,10,2,65.5,-1,0,8692604,Железнодорожный,,2,,Северный Парк ЖК
КЕТОМ,developer,https://habarovsk.cian.ru/sale/flat/296300459/,Хабаровск,sale,flat,2,17,1,50.32,-1,0,8705187,Железнодорожный, Соревнования,,,Беринг.Просторы
,,https://habarovsk.cian.ru/sale/flat/304420678/,Хабаровск,sale,flat,1,10,3,77.08,-1,0,8671500,Индустриальный, Рокоссовского,,,Маршал
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298143108/,Хабаровск,sale,flat,2,25,2,63.87,-1,0,8687000,Краснофлотский, Быстринская,2,,Аккорд
Талан,developer,https://habarovsk.cian.ru/sale/flat/303654628/,Хабаровск,sale,flat,4,9,1,64.4,-1,0,8790600,Железнодорожный,Совхозная ,,,БИОГРАФИЯ
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474391/,Хабаровск,sale,flat,2,21,2,56.0,-1,0,8773900,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
,,https://habarovsk.cian.ru/sale/flat/296623016/,Хабаровск,sale,flat,3,23,1,46.2,-1,0,8778000,Индустриальный, Шеронова,20,,Onyx
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546872/,Хабаровск,sale,flat,3,10,3,71.76,-1,0,8826480,Железнодорожный,Брянский переулок,,,Живописный сад
,,https://habarovsk.cian.ru/sale/flat/294502502/,Хабаровск,sale,flat,19,23,1,41.34,-1,0,8888100,Индустриальный, Шеронова,20,,Onyx
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298694095/,Хабаровск,sale,flat,11,16,2,49.4,-1,0,8803000,Железнодорожный,Албанский переулок,,,Атмосфера
Альфа,developer,https://habarovsk.cian.ru/sale/flat/294491527/,Хабаровск,sale,flat,12,17,3,57.76,-1,0,8885000,Железнодорожный,,,,Атмосфера ЖК
КЕТОМ,developer,https://habarovsk.cian.ru/sale/flat/296300543/,Хабаровск,sale,flat,5,17,1,50.6,-1,0,8804226,Железнодорожный, Соревнования,,,Беринг.Просторы
Взлёт девелопмент,developer,https://habarovsk.cian.ru/sale/flat/297928911/,Хабаровск,sale,flat,2,19,2,61.46,-1,0,8965478,Кировский,Тихоокеанская ,,,Nordic
,,https://habarovsk.cian.ru/sale/flat/304420681/,Хабаровск,sale,flat,1,10,3,80.25,-1,0,8947875,Индустриальный, Рокоссовского,,,Маршал
ПИК,developer,https://habarovsk.cian.ru/sale/flat/300627266/,Хабаровск,sale,flat,7,10,2,58.7,-1,0,8998787,Железнодорожный,,к7,,Северный Парк ЖК
,,https://habarovsk.cian.ru/sale/flat/299782979/,Хабаровск,sale,flat,17,22,1,44.96,-1,0,8992000,Индустриальный, Имени Лейтенанта С.В. Орлова,,,Культура.Классика
,,https://habarovsk.cian.ru/sale/flat/297100152/,Хабаровск,sale,flat,1,10,3,80.25,-1,0,8907750,Железнодорожный,Березки мкр,,,мкрн. Березки
,,https://habarovsk.cian.ru/sale/flat/299320485/,Хабаровск,sale,flat,6,13,2,57.64,-1,0,8991840,Индустриальный, Павловича,11А/2,,Аура
,,https://habarovsk.cian.ru/sale/flat/296011880/,Хабаровск,sale,flat,7,22,2,47.36,-1,0,8998400,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
Талан,developer,https://habarovsk.cian.ru/sale/flat/303568812/,Хабаровск,sale,flat,3,24,1,38.3,-1,0,9068200,Центральный, Калинина,,,по ул. Калинина
Талан,developer,https://habarovsk.cian.ru/sale/flat/298500399/,Хабаровск,sale,flat,2,20,2,57.3,-1,0,9033400,Краснофлотский,Воронежская ,161А,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/296061309/,Хабаровск,sale,flat,2,7,1,41.4,-1,0,9023100,Центральный, Кулибина,1,,Сердце Востока
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/300413562/,Хабаровск,sale,flat,7,25,2,56.0,-1,0,9059400,Индустриальный,,,,Экополис ЖК
Талан,developer,https://habarovsk.cian.ru/sale/flat/303433386/,Хабаровск,sale,flat,7,20,2,64.8,-1,0,9045600,Краснофлотский,Воронежская ,159,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/297927901/,Хабаровск,sale,flat,3,20,2,59.1,-1,0,9057500,Краснофлотский,Воронежская ,161А,,Воронежский Бульвар
,,https://habarovsk.cian.ru/sale/flat/299247872/,Хабаровск,sale,flat,2,22,2,41.37,-1,0,9018660,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
,,https://habarovsk.cian.ru/sale/flat/304463533/,Хабаровск,sale,flat,1,10,3,77.19,-1,0,9002670,Индустриальный, Герцена,15/3,,Восход
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999765/,Хабаровск,sale,flat,2,16,2,55.8,-1,0,9005300,Краснофлотский,Воронежская ,161,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999835/,Хабаровск,sale,flat,2,9,2,58.2,-1,0,9104700,Краснофлотский,Воронежская ,159,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/303568877/,Хабаровск,sale,flat,7,24,1,39.4,-1,0,9189700,Центральный, Калинина,,,по ул. Калинина
Альфа,developer,https://habarovsk.cian.ru/sale/flat/290291517/,Хабаровск,sale,flat,3,19,2,60.17,-1,0,9199000,Железнодорожный,Албанская ,,,Атмосфера
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/303396188/,Хабаровск,sale,flat,7,25,3,66.9,-1,0,9191700,Индустриальный,,,,Экополис ЖК
,,https://habarovsk.cian.ru/sale/flat/303472282/,Хабаровск,sale,flat,2,10,2,57.47,-1,0,9143550,Кировский, Лейтенанта Шмидта,34,,Апельсин
КЕТОМ,developer,https://habarovsk.cian.ru/sale/flat/290092975/,Хабаровск,sale,flat,8,9,2,48.68,-1,0,9103160,Железнодорожный,Заозерная ,34/16,,Беринг очередь llI
Талан,developer,https://habarovsk.cian.ru/sale/flat/297868051/,Хабаровск,sale,flat,3,9,2,57.7,-1,0,9114900,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
,,https://habarovsk.cian.ru/sale/flat/296011859/,Хабаровск,sale,flat,1,22,2,47.62,-1,0,9143040,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
Талан,developer,https://habarovsk.cian.ru/sale/flat/296062135/,Хабаровск,sale,flat,4,16,2,54.9,-1,0,9118800,Краснофлотский,Воронежская ,161,,Воронежский Бульвар
TEN девелопмент,developer,https://habarovsk.cian.ru/sale/flat/298039198/,Хабаровск,sale,flat,2,25,3,67.9,-1,0,9171000,Индустриальный,,,,Экополис ЖК
АРТ ДЕВЕЛОПМЕНТ,developer,https://habarovsk.cian.ru/sale/flat/297573500/,Хабаровск,sale,flat,3,23,1,43.4,-1,0,9158000,Индустриальный, Блюхера,4,,Сезоны
Талан,developer,https://habarovsk.cian.ru/sale/flat/303653644/,Хабаровск,sale,flat,4,24,1,41.3,-1,0,9349500,Центральный, Калинина,,,по ул. Калинина
Талан,developer,https://habarovsk.cian.ru/sale/flat/298999703/,Хабаровск,sale,flat,4,16,2,54.9,-1,0,9274000,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
,,https://habarovsk.cian.ru/sale/flat/300842994/,Хабаровск,sale,flat,4,22,2,49.65,-1,0,9334200,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
,,https://habarovsk.cian.ru/sale/flat/303472295/,Хабаровск,sale,flat,1,10,3,57.14,-1,0,9279536,Кировский, Лейтенанта Шмидта,34,,Апельсин
Талан,developer,https://habarovsk.cian.ru/sale/flat/296061183/,Хабаровск,sale,flat,2,24,1,42.9,-1,0,9342500,Центральный, Кулибина,1,,Сердце Востока
Взлёт девелопмент,developer,https://habarovsk.cian.ru/sale/flat/292565273/,Хабаровск,sale,flat,2,19,1,47.09,-1,0,9342656,Кировский,Тихоокеанская ,127,,Nordic
,,https://habarovsk.cian.ru/sale/flat/299782998/,Хабаровск,sale,flat,11,22,2,46.04,-1,0,9438200,Индустриальный, Имени Лейтенанта С.В. Орлова,,,Культура.Классика
Талан,developer,https://habarovsk.cian.ru/sale/flat/296061001/,Хабаровск,sale,flat,2,7,1,43.5,-1,0,9396900,Центральный, Кулибина,1,,Сердце Востока
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546593/,Хабаровск,sale,flat,1,10,3,69.95,-1,0,9388828,Железнодорожный,Воронежская ,,,Живописный сад
,,https://habarovsk.cian.ru/sale/flat/296011879/,Хабаровск,sale,flat,6,22,3,50.75,-1,0,9541000,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
ПИК,developer,https://habarovsk.cian.ru/sale/flat/292688343/,Хабаровск,sale,flat,5,10,3,76.56,-1,0,9517898,Железнодорожный,,1,,Северный Парк ЖК
Альфа,developer,https://habarovsk.cian.ru/sale/flat/294491169/,Хабаровск,sale,flat,2,16,3,64.93,-1,0,9454000,Железнодорожный,Албанский переулок,,,Атмосфера
Альфа,developer,https://habarovsk.cian.ru/sale/flat/294491590/,Хабаровск,sale,flat,16,17,3,59.13,-1,0,9505000,Железнодорожный,,,,Атмосфера ЖК
Альфа,developer,https://habarovsk.cian.ru/sale/flat/290291069/,Хабаровск,sale,flat,2,19,2,59.49,-1,0,9474000,Железнодорожный,Албанская ,,,Атмосфера
Талан,developer,https://habarovsk.cian.ru/sale/flat/303654579/,Хабаровск,sale,flat,4,9,1,69.4,-1,0,9618800,Железнодорожный,Совхозная ,,,БИОГРАФИЯ
Талан,developer,https://habarovsk.cian.ru/sale/flat/303568802/,Хабаровск,sale,flat,2,24,1,44.5,-1,0,9637800,Центральный, Калинина,,,по ул. Калинина
Альфа,developer,https://habarovsk.cian.ru/sale/flat/290290910/,Хабаровск,sale,flat,6,19,3,66.12,-1,0,9576000,Железнодорожный,Албанская ,,,Атмосфера
АРТ ДЕВЕЛОПМЕНТ,developer,https://habarovsk.cian.ru/sale/flat/297573530/,Хабаровск,sale,flat,5,23,1,44.74,-1,0,9620000,Индустриальный, Блюхера,4,,Сезоны
ПИК,developer,https://habarovsk.cian.ru/sale/flat/304455562/,Хабаровск,sale,flat,6,10,3,70.88,-1,0,9565674,Железнодорожный,,9,,Северный Парк ЖК
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298143104/,Хабаровск,sale,flat,2,25,4,68.85,-1,0,9609000,Краснофлотский, Быстринская,2,,Аккорд
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474448/,Хабаровск,sale,flat,1,21,2,64.8,-1,0,9670500,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Талан,developer,https://habarovsk.cian.ru/sale/flat/296060911/,Хабаровск,sale,flat,2,24,1,48.8,-1,0,9652700,Центральный, Кулибина,1,,Сердце Востока
Талан,developer,https://habarovsk.cian.ru/sale/flat/299625690/,Хабаровск,sale,flat,1,9,2,65.7,-1,0,9666600,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
КЕТОМ,developer,https://habarovsk.cian.ru/sale/flat/302670908/,Хабаровск,sale,flat,2,17,2,62.5,-1,0,9807710,Железнодорожный, Соревнования,,,Беринг.Просторы
Талан,developer,https://habarovsk.cian.ru/sale/flat/303568842/,Хабаровск,sale,flat,11,24,1,43.0,-1,0,9818600,Центральный, Калинина,,,по ул. Калинина
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298143100/,Хабаровск,sale,flat,3,25,3,71.53,-1,0,9774000,Краснофлотский, Быстринская,2,,Аккорд
Талан,developer,https://habarovsk.cian.ru/sale/flat/297868038/,Хабаровск,sale,flat,2,9,2,65.2,-1,0,9838800,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
Талан,developer,https://habarovsk.cian.ru/sale/flat/296073553/,Хабаровск,sale,flat,13,17,1,48.4,-1,0,9804500,Железнодорожный,Большая-Вяземская кв-л,,,Вишнёвый Сад
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546609/,Хабаровск,sale,flat,2,10,3,74.63,-1,0,9790858,Железнодорожный,Воронежская ,,,Живописный сад
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474374/,Хабаровск,sale,flat,2,21,2,61.2,-1,0,9895000,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Альфа,developer,https://habarovsk.cian.ru/sale/flat/298133894/,Хабаровск,sale,flat,4,19,3,64.03,-1,0,9861000,Индустриальный, Юнгов,11,,Адмирал
Взлёт девелопмент,developer,https://habarovsk.cian.ru/sale/flat/292565274/,Хабаровск,sale,flat,2,19,2,61.46,-1,0,9895060,Кировский,Тихоокеанская ,127,,Nordic
,,https://habarovsk.cian.ru/sale/flat/296011940/,Хабаровск,sale,flat,2,22,3,57.44,-1,0,9937120,Центральный, Имени Лейтенанта С.В. Орлова,,,Stories
Талан,developer,https://habarovsk.cian.ru/sale/flat/304509860/,Хабаровск,sale,flat,8,16,3,69.0,-1,0,10046400,Железнодорожный,Совхозная ,,,БИОГРАФИЯ
,,https://habarovsk.cian.ru/sale/flat/291365185/,Хабаровск,sale,flat,8,23,1,52.79,-1,0,10030100,Индустриальный, Шеронова,20,,Onyx
Талан,developer,https://habarovsk.cian.ru/sale/flat/297868020/,Хабаровск,sale,flat,2,16,2,63.3,-1,0,9999500,Краснофлотский,Воронежская ,159А,,Воронежский Бульвар
DARS,developer,https://habarovsk.cian.ru/sale/flat/301546687/,Хабаровск,sale,flat,1,10,2,74.15,-1,0,9952561,Железнодорожный,Воронежская ,,,Живописный сад
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474415/,Хабаровск,sale,flat,4,21,2,64.1,-1,0,10121100,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474443/,Хабаровск,sale,flat,10,21,2,59.8,-1,0,10089400,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Талан,developer,https://habarovsk.cian.ru/sale/flat/296073600/,Хабаровск,sale,flat,4,17,1,49.2,-1,0,10188700,Железнодорожный,Большая-Вяземская кв-л,,,Вишнёвый Сад
Талан,developer,https://habarovsk.cian.ru/sale/flat/296474364/,Хабаровск,sale,flat,3,21,2,67.0,-1,0,10162000,Железнодорожный, Демьяна Бедного,10А,,Дом у озера
Аркадия Иванова,developer,https://tomsk.cian.ru/sale/flat/286436720/,Томск,sale,flat,1,10,2,61.06,-1,0,9152711,Кировский, Аркадия Иванова,21,,"по ул. Аркадия Иванова, 21"
ID 52437746,homeowner,https://tomsk.cian.ru/sale/flat/304027766/,Томск,sale,flat,1,5,3,59.1,-1,0,4800000,Советский, Олега Кошевого,77,,
ID 83831495,homeowner,https://tomsk.cian.ru/sale/flat/300586445/,Томск,sale,flat,13,16,1,58.0,-1,0,6980000,Октябрьский, Большая Подгорная,87блок4,,
Аркадия Иванова,developer,https://tomsk.cian.ru/sale/flat/286437294/,Томск,sale,flat,9,10,1,52.13,-1,0,7899808,Кировский, Аркадия Иванова,21,,"по ул. Аркадия Иванова, 21"
Михаил Матвеев,realtor,https://tomsk.cian.ru/sale/flat/298286650/,Томск,sale,flat,3,6,5,143.9,-1,0,13500000,Советский,проспект Фрунзе,24,,
